GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments
1004062,10782,US Marine Corps Base Camp Lejeune,NC,Camp Lejeune MSW Landfill,Piney Green Road,Camp Lejeune,Onslow,28547,34.688,-77.322,No,Public,United States Marine Corps,United States Marine Corps,1972,2038,Open,45,,55,,"2,724,278","1,760,054",2018,"18,344",2018,No,Not used,No,0.56,No,,,,No,,,,
1004831,1110,Uwharrie Environmental Regional LF,NC,,501 Landfill Road,Mount Gilead,Montgomery,27306,35.3415,-79.961,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1997,2067,Open,,107,,,"24,716,207","14,953,461",2018,"478,900",2018,No,Not used,No,6.92,Yes,4.721,2018,50.9,Yes,3,1.251,2018,"10/07-Installing additional wells in 2008.; 2012-56 wells, system capacity=6000 acfm.; 10/14-Wellfield expansion underway."
1005274,1150,Wayne County LF,NC,,460B South Landfill Road,Dudley,Wayne,28333,35.2908,-78.0647,No,Public,"Wayne County, NC","Wayne County, NC",1974,2050,Open,,120.5,,,"6,905,580","3,647,284",2018,"80,561",2018,No,Not used,No,1.23,Yes,0.919,2016,47.4,Yes,,,,"2012-119 wells, system capacity=1600 acfm."
1006748,1156,Wilkes County LF 2,NC,,9219 Elkin Highway NC 268 East,Roaring River,Wilkes,28669,36.2093,-80.9869,No,Public,"Wilkes County, NC",Dan Johnson,1993,2034,Open,20,12,,50,"2,000,000","1,428,605",2018,"60,055",2018,No,Not used,No,,No,,,,No,,,,
,21028,Bismarck Landfill,ND,2111 N 52nd Street,,Bismarck,Burleigh,58506,46.835,-100.7,No,Public,"City of Bismarck, ND",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1001614,2153,City of Fargo Landfill,ND,,4501 7th Avenue North,Fargo,Cass,58102,46.8835,-96.8613,Yes,Public,"City of Fargo, ND","City of Fargo, ND",1980,2040,Open,100,63.4,,80,"11,628,678","6,700,475",2018,"205,582",2018,No,Not used,No,1.88,Yes,1.2,2012,55.1,Yes,,0,,"2/09-20 wells in 2001, added 20 more later (2006?).; 2012-62 wells, system capacity=1800 acfm.; 5/19-Replacing original compressors, a flare, and LFG conditioning equipment, not adding new wells."
,2388,City of Minot LF,ND,,20th Avenue SW,Minot,Ward,58701,48.2113,-101.352,Yes,Public,"City of Minot, ND","City of Minot, ND",1993,2033,Open,,12,,30,"1,860,000","276,396",2003,"41,788",2002,Unknown,Not used,No,,No,,,,No,,,,
1003583,2389,Dakota MSW Landfill,ND,Big Dipper Inc. LF,7972 129th Avenue SE,Gwinner,Sargent,58040,46.2401,-97.6952,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1976,2023,Open,73,63.5,,60,"2,780,476","2,723,044",2018,"73,473",2018,No,Not used,No,0.862,No,,,,No,,,,7/03-6 to 7 passive vents.
,21029,Dickinson Landfill,ND,3880 Lehigh Road,,Dickinson,Stark,58601,46.854376,-102.696955,No,Public,"City of Dickinson, ND",,,2042,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1011959,20760,Grand Forks Active Landfill,ND,,5500 54th Avenue North,Grand Forks,Grand Forks,58203,47.980171,-97.117604,No,Public,"City of Grand Forks, ND",,2009,2093,Open,,,,,"7,100,100","654,743",2018,"74,648",2018,No,Not used,No,,No,,,,No,,,,
,21030,Jahner Sanitation Inc,ND,7971 32nd Avenue SE,,Wishek,McIntosh,58495,46.26738,-99.712641,No,Private,"Waste Management, Inc.",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21031,Jamestown Landfill,ND,8980 35th Street SE,,Jamestown,Stutsman,58401,46.90294,-98.56801,No,Public,"City of Jamestown, ND",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1007284,2387,McDaniel Landfill,ND,,12300 247th Avenue SE,Sawyer,Ward,58781,47.975,-101.105,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1980,2032,Open,,11,,30,"1,670,286","1,623,043",2018,"33,823",2018,No,Not used,No,,No,,,,No,,,,
,21032,McKenzie County Landfill,ND,2491 132nd Avenue NW,"6 miles west of Watford City on Hwy 85, 2 miles S on 132nd Avenue NW",Arnegard,McKenzie,58835,47.77577,-103.41547,No,Public,"McKenzie County, ND",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21033,Mercer County Regional Landfill,ND,5251 County Road 26,,Hazen,Mercer,58545,47.35739,-101.65787,No,Public,"Mercer County, ND",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21034,Noonan Landfill LLC,ND,10800 County Road 21 NW,,Noonan,Divide,58765,48.87363,-103.00511,No,Private,Noonan Landfill LLC,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21035,Williston Municipal Landfill,ND,5176 134th Avenue NW,,Williston,Williams,58801,48.16586,-103.58256,No,Public,"City of Williston, ND",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,1743,Alliance Disposal Area LF,NE,,1439 E. Kansas Street,Alliance,Box Butte,69301,42.0902,-102.84788,No,Public,"City of Alliance, NE","City of Alliance, NE",1950,2023,Open,,,,,"453,021","240,270",2014,"11,850",2014,Unknown,Not used,No,,No,,,,No,,,,
,1744,Beatrice Disposal Area LF,NE,,3426 W Locust Road,Beatrice,Gage,68310,40.21986,-96.76866,Yes,Public,"Beatrice County, D.P.P.","Beatrice Area Solid Waste Agency, NE",1982,2022,Open,,,,,,"279,024",,"20,177",2012,Unknown,Not used,No,,No,,,,No,,,,
1002158,1754,Bluff Road Landfill,NE,Lincoln Bluff Road LF,6001 Bluff Road,Lincoln,Lancaster,68517,40.9146,-96.6379,Yes,Public,"City of Lincoln, NE","City of Lincoln, NE",1988,2033,Open,171,110.5,150,,"13,301,053","8,601,623",2018,"310,709",2018,Yes,Not used,No,,Yes,2.495,2018,48.7,Yes,1,0.755,2018,"5/01-Passive gas collection system on 12 ac.; 5/10-Installing GCCS/flare.; 11/10-Drilling 54 wells ranging in depth from 40 feet to 100 feet.; 4/11-Currently installing GCCS, expected to go online June 2011.; 2012-53 wells, system capacity=3000 acfm."
1000191,1745,Butler County Landfill Inc.,NE,,3588 Road R,David City,Butler,68632,41.2613,-97.0423,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1986,2022,Open,88,58.2,,,,"7,152,726",2018,"837,021",2018,Yes,Several times per year,No,1.47,Yes,1.272,2017,56,Yes,,,,"2010-16 wells, system capacity=900 acfm.; 2012-Passive vents/flares too.; 4/16-16 wells were sunk in oldest part of LF, 30 feet to 90 feet deep."
,21151,City of Kimball Landfill,NE,,West Highway 30,Kimball,Kimball,69145,41.2384,-103.69601,No,Public,"City of Kimball, NE",,,,Open,,,,,,,,"1,793",2012,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,Pheasant Point,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,No,Public,"Douglas County, NE","Waste Management, Inc.",1989,2169,Open,405,187.5,,162,"93,943,391","17,577,043",2018,"496,972",2018,Yes,Several times per year,No,5.28,Yes,4.358,2018,53,Yes,1,,,"9/10-89 wells over 151 acres, system installed in 1998, 1 open flare.; 2012-95 wells, system capacity=5400 acfm."
1004439,1747,G&P Development Inc. Landfill,NE,,427 South 238th Road,Milford,Seward,68405,40.747,-97.05,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1970,2029,Open,65.3,30,,70,"4,009,286","1,866,634",2018,"97,100",2018,Yes,Occasionally but not every year,No,,Yes,0.439,2018,47.4,Yes,,0.439,2018,
,20755,Gering City Landfill,NE,Gering Disposal Area,200530 West Drive,Gering,Scotts Bluff,69341,41.830311,-103.68464,No,Public,"City of Gering, NE",,,,Open,,,,,,,,"30,947",2012,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1001960,1749,Grand Island Regional Landfill,NE,,19550 W. Husker Highway,Shelton,Hall,68876,40.895,-98.718,No,Public,"City of Grand Island, NE","City of Grand Island, NE",1984,2038,Open,50,33.7,120,80,"4,372,323","2,753,668",2018,"100,168",2018,No,Not used,No,0.95,No,,,57,No,,,,
1002159,1750,Hastings SLF,NE,Hasting LF,725 S. Southern Hills Drive,Hastings,Adams,68901,40.57,-98.433,No,Public,"City of Hastings, NE","City of Hastings, NE",1983,2037,Open,160,22.3,,,"2,756,250","1,497,038",2018,"49,665",2018,No,Not used,No,0.48,No,,,57,No,,,,
,1751,Holdrege Prairie Hill Landfill,NE,Holdrege Disposal Area LF,506 13th Street,Holdrege,Phelps,68949,40.418,-99.374,No,Public,"Holdrege City, NE","Holdrege City, NE",1950,2022,Open,150,,,,"848,467","458,749",2015,"21,323",2012,Unknown,Not used,No,,No,,,,No,,,,
1004716,1752,J Bar J Landfill,NE,"J-Bar-J Land, Incorporated LF",323.3 Road 770,Ogallala,Perkins,69153,40.984153,-101.818187,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1992,2053,Open,66,44.3,,,"3,878,726","2,017,346",2018,"85,318",2018,Yes,Occasionally but not every year,No,0.634,No,,,,No,,,,
1010601,1753,Kearney Area Solid Waste Agency Landfill,NE,Kearney LF #2,6711 W 56th Street,Kearney,Buffalo,68845,40.73,-99.176,No,Public,"City of Kearney, NE","City of Kearney, NE",1994,2031,Open,160,,,,"2,509,458","1,020,870",2016,"51,119",2016,Unknown,Not used,No,,No,,,,No,,,,
1005097,1748,L.P. Gill LF,NE,,1402 Highway 20,Jackson,Dakota,68743,42.47269,-96.61456,No,Private,L.P. Gill,L.P. Gill,1981,2049,Open,,70.4,90,,"12,727,177","5,529,940",2018,"269,068",2018,No,Not used,No,1.96,Yes,0.864,2018,53,Yes,1,,,"1/08-39 gas wells over 30 acres, 70-100 ft deep.; 9/10-GCCS installed in late 2007, 42 wells.; 2012-55 wells, system capacity=4000 acfm."
1010769,20708,Lexington Area Solid Waste Agency Landfill,NE,,76460 NE-21,Lexington,Dawson,68850,40.915,-99.75,No,Public,"Lexington Area Solid Waste Agency, NE",,1997,2047,Open,,14.9,,,"1,854,350","803,995",2018,"42,733",2018,No,Occasionally but not every year,No,0.297,No,,,,No,,,,
,21154,Loup Central Landfill,NE,,1552 Highway 11,Elba,Howard,68835,41.259561,-98.54953,No,Private,Loup Central Landfill Association,,,,Open,,,,,,,,"12,909",2012,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,1755,"Nebraska Ecology Systems, Incorporated Landfill",NE,"NE Systems, Incorporated","Road 4
8 miles W of Geneva",Geneva,Fillmore,68361,40.516,-97.765,No,Private,Waste Connections Inc. - Central Region,"Nebraska Ecology Systems, Incorporated",,,Open,20,,,,,,,"9,311",,Unknown,Not used,No,,No,,,,No,,,,
1007546,1756,NNSWC LF,NE,Northeast Nebraska Solid Waste Coalition Landfill,57220 825th Road,Clarkson,Stanton,68629,41.786,-97.092,No,Public,Northeast Nebraska Solid Waste Coalition,Waste Connections Inc. - Central Region,1995,2042,Open,74,44.2,,,"4,079,250","2,063,484",2018,"109,732",2018,Yes,Several times per year,No,0.675,No,,,,No,,,,
,21152,Sidney Landfill,NE,,2232 Road 115,Sidney,Cheyenne,69162,41.158295,-102.958737,No,Public,"City of Sidney, NE",,,2091,Open,,,,,,,,"7,999",2012,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21150,Solid Waste Agency of Northwest Nebraska Landfill,NE,SWANN MSW Landfill,10 miles N of town on Hwy 385,Chadron,Dawes,69337,42.979625,-103.119107,No,Public,Solid Waste Agency of Northwest Nebraska (SWANN),,,2097,Open,,,,,,,,"13,346",2012,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21153,Valentine Area Solid Waste Agency MSW Landfill,NE,,39856 Hwy 20,Valentine,Cherry,69201,42.826701,-100.501,No,Public,"Valentine Area Solid Waste Agency, NE",,,,Open,,,,,,,,"3,638",2012,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,1758,York County LF,NE,YASWA Landfill,1214 Road 15,York,York,68467,40.905,-97.604,No,Public,"City of York, NE; York Area Solid Waste Agency, NE","City of York, NE",1977,2042,Open,80,,,,,"254,240",,"24,251",2016,Unknown,Not used,No,0.46,No,,,,No,,,,
,2020,Farmington Landfill,NH,,,Farmington,Strafford,,43.3894,-71.0642,Yes,Public,"Town of Farmington, NH","Town of Farmington, NH",1983,,Open,,,,,,,,"3,575",,Unknown,Not used,No,,No,,,,No,,,,
1004751,1852,Four Hills Landfill,NH,Nashua LF,840 West Hollis Street Route 111,Nashua,Hillsborough,03062,42.728,-71.518,No,Public,"City of Nashua, NH","City of Nashua, NH",1971,2022,Open,,77.1,,,"4,502,504","3,940,138",2018,"76,948",2018,No,Not used,No,,Yes,1.253,2018,40.6,Yes,1,,,"2012-117 wells, system capacity=2226 acfm.; 4/16-GCCS likely installed in 1995, has candle flare with capacity ~2,000 cfm."
1006421,2025,Lebanon Regional Solid Waste Facility,NH,Lebanon Landfill (New),"370 Plainfield Road
Route 12-A",West Lebanon,Grafton,03784,43.6139,-72.3267,No,Public,"City of Lebanon, NH","City of Lebanon, NH",1950,2027,Open,,37.8,,75,"2,296,246","1,935,839",2018,"60,913",2018,No,Not used,No,,Yes,0.48,2018,44.1,Yes,,0.504,2019,"11/11-Flares will be installed in 5/12.; 9/13-GCCS (60-ft deep wells) & 3 temporary flares installed, permanent flare by end of 2013."
1004084,2029,Mount Carberry Landfill,NH,,80 Hutchins Street,Berlin,Coos,03570,44.475,-71.162,No,Public,"Androscoggin Valley Regional Refuse Disposal District (AVRRDD), NH",Cianbro,1989,2048,Open,110,70.3,120,35,"16,304,383","6,755,424",2018,"271,944",2018,No,Not used,No,2.09,Yes,2.002,2018,48,Yes,2,,,"1/08-GCCS installed Sept. 07, 1200 scfm flare.; 2012-47 wells, system capacity=1500 acfm.; 5/13-System upgraded from 1,200 to 1,600 scfm in May 2013, over 50 wells."
1005255,2001,North Country Environmental Services LF,NH,NCES Landfill & TS,581 Trudeau Road,Bethlehem,Grafton,03574,44.26,-71.628,No,Private,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1976,2021,Open,51,35.4,110,110,"5,740,981","5,277,912",2018,"352,346",2018,No,Not used,No,,Yes,3.555,2018,46.5,Yes,2,3.384,2017,"2012-102 wells, system capacity=1750 acfm."
1007879,1839,Turnkey Recycling and Environmental Enterprise (TREE),NH,Rochester LF; Turnkey Landfill,90 Rochester Neck Road,Rochester,Strafford,03839,43.2448,-70.9695,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1979,2035,Open,,204.8,,,"59,694,198","34,967,661",2018,"1,487,710",2018,Yes,Several times per year,No,,Yes,16.56,,49.5,Yes,5,,,"5/09-300 wells.; 12/10-3 utility flares (1,500; 1,500; 3,200 cfm) & 2 ultra low emissions flares (3,900 & 4,000 cfm).; 2012-280 wells, system capacity=19356 acfm."
1001858,2231,Atlantic County Utilities Authority Landfill,NJ,ACUA Landfill,6700 Delilah Road,Egg Harbor Township,Atlantic,08234-5623,39.426,-74.54,Yes,Public,"Atlantic County Utilities Authority, NJ","Atlantic County Utilities Authority, NJ",1991,2026,Open,102,71,145,110,"13,478,534","6,627,746",2018,"326,791",2018,No,Not used,No,,Yes,3.789,2017,48,Yes,2,,,"9/10-GCCS covers 38 acres, 82 wells, gas collection began in 2004, flare type=open.; 2012-105 wells, system capacity=2640 acfm."
1006969,940,Burlington County SLF,NJ,Burlington County Resource Recovery Complex,21939 Columbus Road,Bordentown,Burlington,08505,40.076,-74.76,No,Public,Burlington County Board of Chosen Freeholders,,1989,2027,Open,,115.4,42,,"12,317,567","9,883,401",2018,"343,911",2018,Yes,At least once per year,No,6.15,Yes,4.37,2012,48.5,Yes,3,,,"2012-147 wells, system capacity=5000 acfm."
1004200,941,Cape May County MUA Secure Landfill,NJ,Cape May County SLF,Kearney Avenue & 2050 Route 610,Woodbine,Cape May,08270,39.2294,-74.7749,No,Public,"Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",1984,2094,Open,167,77,,,"23,483,250","4,000,000",2008,"91,671",2018,Yes,Several times per year,No,1.69,Yes,1.584,2013,52.2,Yes,2,0,2013,"2012-120 wells, system capacity=2000 acfm, passive vents/flares too.; 6/18-System includes siloxane and sulfur removal.; 4/19-Installing 13 new vertical wells (2018 ICR)."
1002702,942,Cumberland County SWC,NJ,Cumberland County SLF,169 Jesse Bridge Road,Millville,Cumberland,08332,39.45,-75.0996,No,Public,"Cumberland County, NJ","Cumberland County, NJ",1987,2041,Open,,78.3,,,"13,802,362","6,173,546",2018,"196,780",2018,Yes,Occasionally but not every year,No,2.68,Yes,2.4,,49.7,Yes,1,0.1,,"5/07-Flare in operation since 1998.; 2012-89 wells, system capacity=3600 acfm."
1004235,943,Gloucester County Solid Waste Complex,NJ,Gloucester County SLF,503 Monroeville Road,Swedesboro,Gloucester,08085,39.7125,-75.285,No,Public,"Gloucester County Improvement Authority, NJ","Gloucester County Improvement Authority, NJ",1987,2050,Open,20,,,,"16,317,000","15,186,858",2018,"1,020,876",2018,No,Not used,No,,Yes,0.537,2018,46.8,Yes,1,0.537,2018,10/08-Planning to expand GCCS and operate it full time
1007298,945,Middlesex County LF,NJ,Edgeboro (MCUA) LF (Phases I & II),53 Edgeboro Road,East Brunswick,Middlesex,08816,40.4688,-74.3961,Yes,Public,"Middlesex County Utilities Authority, NJ","Middlesex County Utilities Authority, NJ",1992,2030,Open,315,220.1,90,,,"15,064,741",2018,"567,513",2018,No,Not used,No,,Yes,5.605,2018,52.3,Yes,2,,,"3/12-State of the art GCS installed in 2011 on 50 acres at southern end of LF.; 2012-223 wells, system capacity=9100 acfm."
1005054,947,Monmouth County Reclamation Center,NJ,"Monmouth County LF - Phases I, II and III",6000 Asbury Avenue,Tinton Falls,Monmouth,07753,40.245,-74.115,No,Public,County of Monmouth,Monmouth County Reclamation Center,1976,2020,Open,,292.6,100,,"32,872,185","19,572,032",2018,"392,739",2018,No,Not used,No,6.92,Yes,2.785,2018,49.5,Yes,3,0,2018,"2/07-200 gas extraction wells.; 2012-234 wells, system capacity=4950 acfm, passive vents/flares too.; 11/19-Gas collection began in 1995."
1002667,951,Ocean County LF,NJ,,2498 Route 70,Manchester,Ocean,08759,40.025,-74.255,No,Private,Ocean County Landfill Corp.,Ocean County Landfill Corp.,1973,2025,Open,,261.8,,,"22,831,793","19,236,289",2018,"544,169",2018,Yes,Several times per year,No,8.84,Yes,7.244,2018,55.2,Yes,3,,,"4/09-2 enclosed flares and 1 portable utility flare.; 2012-98 wells, system capacity=10907 acfm."
1007261,948,Salem County SLF,NJ,,36 McKillip Road,Alloway,Salem,08001,39.5869,-75.3785,No,Public,"Salem County Improvement Authority, NJ","Salem County Improvement Authority, NJ",1988,2043,Open,40,,,,"5,788,125","2,945,323",2018,"129,199",2018,No,Not used,No,,Yes,0.792,,42.4,Yes,,,,"1/05-34 wells in place, flare installed in 2002."
1005034,949,Sussex County LF 1-E,NJ,,34 South Route 94,Lafayette,Sussex,07848,41.094,-74.6719,No,Public,Sussex County Municipal Utilities Authority,Sussex County Municipal Utilities Authority,1970,2030,Open,54.5,45,,,"3,164,722","1,934,255",2011,"87,394",2008,Unknown,Not used,No,1.1,Yes,0.838,2012,50.4,Yes,1,,,"1/09-1800 scfm capacity flare installed July 2008; 27 wells, 6 leachate cleanout connections & 2 horizontal collectors.; 2012-82 wells, system capacity=1800 acfm."
1004095,953,Warren County District Landfill,NJ,WACO Regional LF; Warren County LF,"502 Mt Pisgah Avenue
E Quarry Road",Oxford,Warren,07863,40.822044,-75.006147,No,Public,"Pollution Control Financing Authority of Warren County, NJ","Pollution Control Financing Authority of Warren County, NJ",1991,2021,Open,,45,,,"4,240,287","960,000",2003,"196,110",2000,Unknown,Not used,No,,Yes,0.95,2010,50,Yes,,0.09,2010,"2010-54 wells, system capacity=2200 acfm.; 2012-Passive vents/flares too."
1006724,12161,Caja del Rio Landfill,NM,,149 Wildlife Way,Santa Fe,Santa Fe,87506,35.677746,-106.087855,No,Public,"Santa Fe Solid Waste Management Agency, NM","Santa Fe Solid Waste Management Agency, NM",1997,2035,Open,,67.3,,,"12,871,003","3,646,574",2018,"162,989",2018,No,Not used,No,0.768,Yes,0.042,2018,49.8,Yes,,0.042,2018,"2010-15 wells, system capacity=917 acfm."
1003362,10480,Camino Real Landfill,NM,,1000 Camino Real Boulevard,Sunland Park,Dona Ana,88063,31.79,-106.592,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1977,2060,Open,,198,,,"59,627,675","14,471,094",2018,"449,783",2018,Yes,Several times per year,No,3.07,Yes,1.834,2016,38.1,Yes,,,,"7/07-GCCS installed in 1999.; 2010-57 wells, system capacity=3000 acfm."
1004341,2062,Cerro Colorado LF,NM,,18000 Cerro Colorado SW,Albuquerque,Bernalillo,87121,35.0105,-106.877,No,Public,"City of Albuquerque, EHD, NM","City of Albuquerque, EHD, NM",1990,2076,Open,360,215.5,150,100,"50,634,518","14,128,990",2018,"448,188",2018,No,Not used,No,3.03,Yes,1.072,2018,49.1,Yes,1,,,"8/05-GCCS started up in July 2004.; 9/05-Current system is designed to flare 2,100 cfm.; 2010-50 wells, system capacity=2100 acfm."
1004223,11921,Clovis Regional Solid Waste Facility,NM,,801 S Norris Street,Clovis,Curry,88101,34.390245,-103.178408,No,Public,"City of Clovis, NM","City of Clovis, NM",1935,2102,Open,,110,,,"10,927,318","3,384,975",2018,"71,681",2018,No,Not used,No,0.553,No,,,,No,,,,
1004224,12222,Corralitos Regional Landfill,NM,,14535 Robert Larson Boulevard,Las Cruces,Dona Ana,88005,32.245,-107.03,No,Public,"South Central Solid Waste Authority, NM",,1996,2040,Open,,61,,,"11,877,047","3,322,190",2018,"209,262",2018,No,Not used,No,0.636,No,,,,No,,,,
