GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments
1003911,2277,Front Range Landfill,CO,,1830 Weld County Road 5,Erie,Weld,80516,40.020405,-105.012673,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1996,2048,Open,322,78.3,,,"39,434,597","16,098,136",2018,"1,845,129",2018,Yes,Several times per year,No,1.61,Yes,0.93,2018,42.6,Yes,,,,"2012-27 wells, system capacity=2000 acfm, passive vents/flares too."
1005928,1726,Larimer County Landfill,CO,Fort Collins-Loveland LF,5887 S. Taft Hill Road,Fort Collins,Larimer,80526,40.505078,-105.122846,No,Public,"Fort Collins; Larimer County, CO; Loveland","Larimer County, CO",1963,2024,Open,,180.8,,,"8,274,262","7,926,315",2018,"241,521",2018,No,Not used,No,2.39,Yes,0.323,2017,49.1,Yes,1,0.307,2012,"2010-41 wells, system capacity=600 acfm.; 2/11-41 wells, (1) open utlity flare with 1,100 cfm capacity began 10/26/09."
1006977,1727,Mesa County Landfill,CO,Orchard Mesa SWDS,3071 U.S. Highway 50,Grand Junction,Mesa,81503,39.012,-108.492,Yes,Public,"Mesa County, CO","Mesa County, CO",1983,2050,Open,,127,,,"9,516,585","8,688,255",,"179,020",2018,No,Not used,No,,Yes,0.446,2018,31.2,Yes,,0.446,2018,
1007863,1722,Midway Landfill,CO,Western Landfill Services,8925 Rancho Colorado Boulevard,Fountain Valley,El Paso,80817,38.5475,-104.657819,Yes,Private,"Waste Management, Inc.","Waste Management, Inc.",1991,2091,Open,238,74.6,,,"33,958,194","6,903,288",2018,"333,280",2018,No,Not used,No,1.33,No,,,,No,,,,2012-Passive vents/flares only.
1006834,1734,Milner Landfill,CO,,20650 County Road 205,Milner,Routt,80487,40.469085,-107.03937,No,Private,Twin Landfill Company,Twin Landfill Company,1965,2057,Open,,51.7,,60,"4,886,110","2,545,488",2018,"76,003",2018,No,Not used,No,0.582,No,,,,No,,,,
1007592,1729,Montrose County Landfill,CO,Montrose East End SWDS,67999 Landfill Road,Montrose,Montrose,81401,38.52717,-107.818073,No,Public,"Montrose County, CO","Waste Management, Inc.",1976,2079,Open,,37.2,,,"5,157,519","3,314,591",2018,"56,349",2018,No,Not used,No,0.719,No,,,,No,,,,
,1730,Morgan County SWDLF,CO,,21448 CR-22,Fort Morgan,Morgan,80701,40.3143,-103.7351,No,Public,Landfill Owner of Morgan County SWDLF,"Morgan County, CO",1973,,Open,,,,,,"915,183",,"25,648",,Unknown,Not used,No,,No,,,,No,,,,
1007880,1738,North Weld SLF,CO,,40000 Weld County Road 25,Ault,Weld,80610,40.58217,-104.83177,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1992,2021,Open,170,91.1,,,"13,902,192","10,200,920",2018,"784,015",2018,No,Not used,No,1.41,No,,,,No,,,,2012-Passive vents/flares only.
,2160,Phantom Landfill,CO,,"2500 Fremont County Road 67 (Phantom Canyon Road)
6 miles E of Canon City",Penrose,Fremont,81240,38.468739,-105.116272,No,Private,Twin Landfill Corporation of Fremont County,Twin Landfill Corporation of Fremont County,1999,,Open,38,,,45,,"180,000",2001,"60,000",2001,Unknown,Not used,No,,No,,,,No,,,,
1005486,1731,Pitkin County Solid Waste Center,CO,Pitkin County Resource Recovery LF,32046 Hwy 82,Snowmass Village,Pitkin,81611,39.285,-106.9175,Yes,Public,"Pitkin County, CO","Pitkin County Waste Systems, LLC",1964,2042,Open,225,,200,,"2,792,931","2,465,911",,"76,824",,Unknown,Not used,No,0.194,No,,,,No,,,,
1011022,21131,Sedalia Recycling Center & Depository,CO,,5970 Highway 85,Sedalia,Douglas,80135,39.447543,-104.965458,No,Private,Waste Connections Inc. - Central Region,,2006,2022,Open,,,,,"2,999,903","1,366,775",2018,"192,287",2018,Yes,Occasionally but not every year,No,,No,,,,No,,,,
,1724,South Canyon Landfill,CO,,1250 CR-134,Glenwood Springs,Garfield,81601,39.551,-107.42,Yes,Public,City of Glenwood Springs,"Garfield County, CO",1953,,Open,,,,,,"1,798,154",,"78,168",,Unknown,Not used,No,,No,,,,No,,,,
1003454,1732,Southside Solid Waste Disposal Site,CO,,5715 W State Highway 78,Pueblo,Pueblo,81005,38.22127,-104.708434,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1962,2043,Open,114,,,,"6,299,082","3,529,430",2017,"153,392",2018,Yes,Several times per year,No,,Yes,0.299,2018,27.4,Yes,,0.299,2018,"2016-29 wells, system capacity=650 acfm."
1005695,1735,Summit County Landfill,CO,Summit County Solid Waste Disposal Site,639 Landfill Road,Dillon,Summit,80435,39.608,-105.997,Yes,Public,"Summit County, CO","Summit County, CO",1964,2057,Open,80,63.3,,,"3,846,046","2,324,601",2018,"55,818",2018,No,Occasionally but not every year,No,0.501,No,,,,No,,,,
1006044,1716,Tower Landfill Inc.,CO,,8480 Tower Road,Commerce City,Adams,80022,39.85052,-104.77187,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1981,2044,Open,339,229.3,,143,"71,934,039","43,110,992",2018,"1,762,694",2018,Yes,Several times per year,No,11.1,Yes,1.18,2018,44.3,Yes,1,1.18,2018,"9/10-83 wells over 167 acres, 1 enclosed flare.; 2012-87 wells, system capacity=1600 acfm."
,11521,West Garfield County Landfill,CO,,75 CR-246,Rifle,Garfield,81650,39.517,-107.905,No,Public,"Garfield County, CO",,,2041,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1004184,360,Manchester LF,CT,,"1 Landfill Way
311 Olcott Street",Manchester,Hartford,06040,41.7684,-72.5604,No,Public,"Town of Manchester, CT","Town of Manchester, CT",1955,2025,Open,,66,,,,"4,958,247",2018,"237,412",2018,No,Not used,No,0.939,Yes,0.421,2018,28.2,Yes,1,0.421,2018,"6/05-Enclosed flare.; 2010-30 wells, system capacity=750 acfm.; 3/18-Original GCCS installed in 2001, new system going in now with 42 wells and 1 enclosed flare."
1002010,1829,Cherry Island Landfill,DE,Cereza Landfill,1706 E. 12th Street,Wilmington,New Castle,19809,39.7308,-75.52,No,Public,Delaware Solid Waste Authority,Delaware Solid Waste Authority,1985,2060,Open,250,221.6,80,,"25,746,677","15,772,963",2018,"513,547",2018,No,Not used,No,,Yes,4.351,2018,52.1,Yes,2,0.576,2017,"6/10-50 wells & candle flare in 1990, +63 wells in 2002, +56 wells in 2003 & new, larger back-up flare system.; 9/10-261 wells, gas collection began in 1990, 2 enclosed & 12 passive flares.; 2012-252 wells, system capacity=9500 acfm."
1002183,1832,Jones Crossroads Landfill,DE,Southern Solid Waste Management Center (SSWMC) Landfill,28560 Landfill Lane,Georgetown,Sussex,19947,38.596,-75.439,No,Public,Delaware Solid Waste Authority,Delaware Solid Waste Authority,1984,2029,Open,,124.2,95,,"8,427,896","6,519,655",2018,"302,871",2018,No,Not used,No,3.25,Yes,3.16,,48.6,Yes,2,,,"9/10-138 wells, gas collection began in 1994, 2 open & 12 passive flares.; 2012-143 wells, system capacity=3000 acfm."
1002182,1831,Sandtown Landfill,DE,Central Solid Waste Management Center (CSWMC) Landfill,1107 Willow Grove Road,Felton,Kent,19943,39.0327,-75.7251,No,Public,Delaware Solid Waste Authority,George & Lynch,1980,2036,Open,,149,100,,"9,183,825","5,969,167",2018,"227,809",2018,No,Occasionally but not every year,No,3.71,Yes,2.84,2012,48.7,Yes,1,,,"9/10-98 wells, gas collection began in 1993, 1 open & 12 passive flares.; 2012-120 wells, system capacity=3500 acfm."
1012058,20758,A.C.M.S. Inc.,FL,Heart of Florida Environmental,835 CR 529,Lake Panasoffkee,Sumter,33585,28.743151,-82.091653,No,Private,"Waste Connections, Inc.",,2013,2030,Open,59,,,,"7,591,800","1,155,155",2017,"647,532",2018,No,Not used,No,,No,,,,No,,,,2016-Passive vents/flares.
1005810,412,Aucilla Area SW Facility Class I & 2,FL,,"1313 SW Greenville Hills Road
East side of US 221",Greenville,Madison,32331,30.45833,-83.60833,No,Public,"Aucilla Area Solid Waste Administration, FL",,1992,2025,Open,,27.9,94,,"2,130,965","1,219,121",2018,"52,230",2018,Yes,Several times per year,No,0.516,No,,,,No,,,,
1005023,380,Brevard County Central Disposal Facility,FL,Central Disposal/ Emergency LF,2250 W. Adamson Road,Cocoa,Brevard,32926,28.3971,-80.8296,Yes,Public,"Brevard County, FL","Brevard County, FL",1972,2020,Open,,198,200,110,"22,777,328","20,498,905",2018,"684,991",2018,No,Not used,No,7.35,Yes,4.752,,53,Yes,3,0,,"3/05-2 operational flares, 1 back-up.; 9/10-180 wells (vertical & horizontal), using 150 of them.; 2012-164 wells, system capacity=4000 acfm."
1001884,392,Bridgeway Acres LF,FL,Pinellas County SLF; Pinellas County Resource Recovery,3001-110th Avenue North,St. Petersburg,Pinellas,33716,27.867647,-82.6757,No,Public,"Pinellas County, FL",Advanced Disposal Services,1975,2102,Open,,497,,,"30,005,135","7,576,885",2018,"204,919",2018,No,Not used,No,2.81,No,,,,No,,,,
1003543,20697,Broward County Landfill,FL,Broward County Interim Contingency Landfill,7101 SW 205th Avenue,Fort Lauderdale,Broward,33332,26.03785,-80.42495,No,Public,"Broward County, FL",,1988,2028,Open,,43,,,"3,031,875","2,135,457",2018,"102,461",2018,No,Not used,No,,Yes,0.106,2018,34.4,Yes,,0.106,2018,"2014-19 wells, system capacity=750 acfm."
1004750,20698,Cedar Trail Landfill (CTL),FL,Cedar Trail Class I and Class III Landfills,2500 State Road 60 West,Bartow,Polk,33830,27.89808,-81.884525,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993,2037,Open,,108.6,,,"13,503,834","8,927,386",2018,"864,710",2018,Yes,Several times per year,No,2.42,No,,,,No,,,,2014-Passive vents or flares.
1002899,2304,Central County Solid Waste Disposal Complex,FL,Sarasota Central Landfill Complex,4000 Knights Trail Road,Nokomis,Sarasota,34275,27.201577,-82.390646,No,Public,"Sarasota County, FL",Advanced Disposal Services,1998,2055,Open,295,89.3,,,"25,908,750","5,714,028",2018,"306,529",2018,No,Not used,No,5.52,Yes,2.69,2018,53.3,Yes,,,,"3/04-Passive system only, active system planned within 2 yrs.; 2/06-Expect GCCS by 2007.; 6/09-29 wells to start in 2009, 41 more in 2010.; 2010-26 wells, system capacity=4700 acfm.; 8/13-44 more wells in 2012.; 6/13-Open flare with 4,700 cfm capacity."
1003957,399,Citrus County Central Landfill,FL,Central Landfill,230 W. Gulf to Lake Highway,Lecanto,Citrus,34461,28.85198,-82.43651,No,Public,"Citrus County Board of County Commissioners, FL","Citrus County Board of County Commissioners, FL",1975,2029,Open,,92.5,180,125,"4,021,808","3,299,414",2017,"97,061",2018,No,Not used,No,1.43,Yes,0.161,2018,45,Yes,1,0.161,2018,"4/04-Passive vents on closed portion only.; 10/09-Installing gas wells, piping & flare in Fall 2009.; 3/12-11 wells & flare began operating April 2010.; 2012-11 wells, system capacity=750 acfm."
1007855,401,Collier County Landfill,FL,Naples Sanitary Landfill,3750 White Lake Boulevard,Naples,Collier,34117,26.1634,-81.6585,No,Public,"Collier County, FL","Waste Management, Inc.",1976,2075,Open,183,144.1,,63,"23,796,923","8,181,558",2018,"267,813",2018,No,Not used,No,3.45,Yes,3.17,,49.2,Yes,2,,,"9/10-129 wells over 123 acres, system installed in 1997, 1 open flare.; 2012-132 wells, system capacity=5687 acfm."
1002008,2156,Hernando County Northwest Landfill,FL,Northwest Waste Management Facility,14450 Landfill Road,Brooksville,Hernando,34614,28.66735,-82.486788,No,Public,"Hernando County, FL",,1991,2028,Open,,45.5,,,"4,793,670","2,444,209",2018,"145,614",2018,No,Not used,No,1.02,Yes,0.762874717,2018,46.6,Yes,,0.102874717,2018,"2010-27 wells, system capacity=1062 acfm, passive venting too.; 9/12-16 active wells (2012 CAR verification rpt)"
,2385,Highlands County Solid Waste Management Center,FL,,12700 Arbuckle Creek Road,Sebring,Highlands,33870,27.5106,-81.3155,No,Public,"Highlands County, FL","Highlands County, FL",1996,2096,Open,160,35,,30,,"1,000,000",2007,"100,000",2006,Unknown,Not used,No,,Yes,0.504,,,Yes,1,,,3/05-Leachate recirculation uses GCCS so flaring is not 24/7.
1002588,408,Indian River County LF Class I,FL,,1325 74th Avenue SW,Vero Beach,Indian River,32968,27.578,-80.485,No,Public,"Indian River County Solid Waste Disposal District, FL","Republic Services, Inc.",1978,2068,Open,276,63,185,90,"11,613,892","5,225,445",2017,"184,388",2018,No,Not used,No,3.05,Yes,0.668,2017,27.3,Yes,,0.668,2017,"10/03-GCCS has been designed, will have 1 flare with 300 cfm flow to start, design capacity of 2000 cfm.; 2012-95 wells, system capacity=3000 acfm."
1004752,11621,J.E.D. Solid Waste Management Facility,FL,Oak Hammock Disposal; Omni Landfill; J.E.D. Landfill,1501 Omni Way,St. Cloud,Osceola,34773,28.064,-81.098,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",2004,2056,Open,,100,,,"83,003,742","22,530,022",2018,"1,848,128",2018,Yes,Several times per year,No,8.05,Yes,4.325,2018,47.3,Yes,2,0.175,2018,"2012-90 wells, system capacity=3600 acfm, passive venting too."
1000176,12213,Lake County Central Phase I Landfill,FL,,13130 Astatula Landfill Road,Tavares,Lake,32778,28.75558,-81.735811,No,Public,"Lake County Board of County Commissioners, FL",,1972,2040,Open,,96,,,"2,701,619","2,613,089",2018,"5,861",2016,No,Not used,No,0.72,No,,,,No,,,,2010-Passive venting.
1002990,10460,Lee/Hendry County Regional SW Disposal Facility,FL,,5500 Church Road,Felda,Hendry,33930,26.55979,-81.5204,No,Public,"Lee County Board of County Commissioners, FL","Lee County Solid Waste Division, FL",2002,2036,Open,,58.3,80,50,"6,703,144","3,896,394",2018,"388,994",2018,No,Not used,No,1.05,No,,,,No,,,,
1004913,414,Lena Road Class I Landfill,FL,Manatee County LF; Lena Road County LF,"3333 Lena Road
S. of SR-64 & Lena Road INT",Bradenton,Manatee,34211,27.470055,-82.443497,No,Public,"Manatee County, FL","Manatee County, FL",1972,2045,Open,,198,,100,"20,947,500","11,143,422",2017,"290,707",2018,No,Not used,No,3.83,Yes,2.26,2012,52.9,Yes,1,,,"2012-225 wells, system capacity=3000 acfm.; 9/14-169 vertical wells in Stage I & 70 vertical wells in Stage III, (1) candlestick flare."
1007857,402,Medley Landfill,FL,,9350 NW 89th Avenue,Medley,Miami-Dade,33178,25.8586,-80.3508,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1980,2032,Open,,144.7,100,,"38,135,002","30,061,502",2018,"1,423,861",2018,No,Not used,No,9.73,Yes,7.49,2018,45.1,Yes,2,7.49,2018,"2012-168 wells, system capacity=6000 scfm."
1007856,397,Monarch Hill Landfill,FL,Central Disposal SLF; Mount Trashmore,"2700 NW 48th Street
(2700 Wiles Road)",Pompano Beach,Broward,33073,26.283,-80.161,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1965,2030,Open,366,314.2,,137,"84,293,492","70,773,987",2018,"1,575,188",2018,No,Not used,No,21.2,Yes,15.753,2018,43,Yes,4,,,"9/10-322 wells over 320 acres, system installed prior to 12/1998, 3 flares (open & enclosed).; 2012-311 wells, system capacity=18500 acfm."
1005630,433,New River Regional LF,FL,,24276 NE 157th Street,Raiford,Union,32083,30.0932,-82.2052,No,Public,"New River Solid Waste Association, FL",FL Internal Improvement Trust Fund,1992,2025,Open,102.2,77.3,,,"6,059,598","5,116,360",2018,"277,489",2018,Yes,Several times per year,No,,Yes,1.838,2018,53.4,Yes,,1.838,2018,"3/08-GCCS is ~70% complete (1st 2 cells) with flare, cells 3,4,&5 will need wells & piping.; 2012-76 wells, system capacity=2400 acfm."
,2278,"Nine Mile Road, Inc.",FL,,445-A International Golf Parkway,St. Augustine,St. Johns,32095,30.0087,-81.4023,No,Private,"Republic Services, Inc.","Republic Services, Inc.",,,Open,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,
1006859,424,North Central Landfill,FL,North Central LF Site 201,"10 Environmental Loop South
7399 De Castro Road",Winter Haven,Polk,33880,28.02389,-81.847245,No,Public,"Polk County Board of County Commissioners, FL","Polk County Board of County Commissioners, FL",1977,2021,Open,,268.7,150,125,"22,880,289","17,924,523",2018,"612,854",2018,Yes,Occasionally but not every year,No,7.1,Yes,1.597,2018,47.4,Yes,1,0.697,2018,"10/03-Flare 1,110 cfm for 1,224 hours per year.; 9/10-105 wells over 88 acres, gas collection began in 1997, 6 passive solar-spark flares and 1 open flare.; 2012-145 wells, system capacity=4000 acfm, passive vents/flares too."
1006292,10540,North Dade Landfill,FL,,21500 NW 47th Avenue,Opa-Locka,Miami-Dade,33055,25.9679,-80.2862,No,Public,"Miami-Dade County, FL","Miami-Dade County, FL",1952,2024,Open,180,179.9,126,,"14,112,000","13,929,246",2018,"247,714",2018,No,Not used,No,5.36,Yes,1.426,2016,33.2,Yes,2,1.426,2016,"9/07-136 vertical wells, max depth ~90 ft, spacing of ~200 ft, flare capacity 1,000 cfm, commissioned in 2002. ; 2010-136 wells, system capacity=1000 acfm."
1003619,419,Okeechobee LF,FL,Berman Road LF,10800 NE 128th Avenue,Okeechobee,Okeechobee,34972,27.34104,-80.6966,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1981,2083,Open,,187.6,220,,"241,553,464","30,103,981",2018,"1,650,519",2018,No,Not used,No,10.9,Yes,6.013,2018,42.7,Yes,3,6.013,2018,"5/05-120 gas collection wells.; 2012-205 wells, system capacity=7500 scfm."
1008215,420,Orange County SLF,FL,,12100 Young Pine Road,Orlando,Orange,32829,28.481,-81.2083,Yes,Public,"Orange County, FL","Orange County, FL",1972,2088,Open,,717.4,65,,"64,559,937","31,963,906",2018,"1,034,901",2018,No,Not used,No,9.54,Yes,5.81,2018,46.7,Yes,4,0.18,2018,"8/05-GCCS includes 148 vertical wells avg. 65 feet deep, 3 horizontal wells totaling 3,600 feet, and 4 centrifugal blowers (dated).; 2012-459 wells, system capacity=6000 acfm.; 10/16-4 flares since 2013."
1000349,431,Osceola Landfill,FL,Seminole County; Osceola Road Solid Waste Management Facility,1930 E. Osceola Road,Geneva,Seminole,32732,28.79278,-81.0882,No,Public,"Seminole County Board of Commissioners, FL","Seminole County Board of Commissioners, FL",1970,2056,Open,240,181.2,250,100,"33,135,762","10,137,505",2017,"397,520",2018,No,Not used,No,3.98,Yes,1.169,2018,49.2,Yes,2,,,"Design and Cnstr. of LFG system started Fall 1997; 4/07-38 wells & (1) 2,145 scfm flare in 1999, 9 wells in 2001, 4 wells in 2002, 14 wells & (1) 3,000 scfm flare in 2003, 12 wells in 2004.; 2010-103 wells, system capacity=2400 acfm."
1007820,2053,PBCSWA RRF Site #7,FL,West Palm Beach #7; NCRRF (Site 7); North County LF; Palm Beach Renewable Energy Park (PBREP),7501 N. Jog Road,West Palm Beach,Palm Beach,33412,26.763,-80.137436,No,Public,"Solid Waste Authority of Palm Beach County, FL","Solid Waste Authority of Palm Beach County, FL",1989,2049,Open,,206.5,100,,"46,163,394","17,525,584",2018,"675,736",2018,No,Not used,No,9.15,Yes,3.616,2018,40.6,Yes,2,,,"2012-169 wells, system capacity=5860 acfm. 172 Class 1 wells, 44 Class III wells"
1003243,20696,PCSW Resource Recovery Facility,FL,,14230 Hays Road,Spring Hill,Pasco,34610,28.369724,-82.560119,Yes,Public,"Pasco County, FL",,1997,2055,Open,,19.4,,,"652,479","301,914",2018,"15,586",2018,No,Not used,No,0.159,No,,,,No,,,,
1005656,406,Perdido LF,FL,,13009 Beulah Road,Cantonment,Escambia,32533,30.57654,-87.3897,No,Public,"Escambia County, FL","Escambia County, FL",1980,2042,Open,557,116.6,60,,"18,346,266","11,101,603",2018,"268,396",2018,No,Not used,No,4.07,Yes,2.246,2017,53.8,Yes,,0.09,2018,"6/08-GCCS installed Dec 1997, 52 vertical wells & 22 lateral wells.; 7/10-Expanding GCCS.; 11/10-Blower/flare station designed for expansion to 4,400 scfm, 37 new wells added.; 2012-94 wells, system capacity=4400 acfm."
1006049,426,Putnam County Central SLF,FL,Putnam County Central LF Phase II,140 County Landfill Road,Palatka,Putnam,32177,29.7196,-81.6655,No,Public,"Putnam County, FL","Putnam County, FL",1960,2023,Open,80,,60,,"3,123,316","2,701,829",2018,"66,742",2018,No,Not used,No,,No,,,,No,,,,
1000010,429,Santa Rosa Central LF,FL,,6337 Da Lisa Road,Milton,Santa Rosa,32583,30.5785,-87.0664,No,Public,"Santa Rosa County, FL","Santa Rosa County, FL",1978,2030,Open,,128,20,,"3,494,165","3,340,422",2017,"253,416",2018,No,Not used,No,1.3,Yes,0.235,2018,53.5,Yes,,0.235,2018,2012-Passive vents/flares only.
1004682,404,South Dade Solid Waste Disposal Facility,FL,Miami-Dade County Landfill South,23707 SW 97th Avenue,Homestead,Miami-Dade,33032,25.5445,-80.3477,No,Public,"Miami-Dade County, FL","Miami-Dade County, FL",1978,2022,Open,180,45,140,,"21,184,000","18,510,871",2017,"431,137",2017,No,Not used,No,,Yes,1.878,2018,33,Yes,1,1.878,2018,"9/07-33 vertical wells, max depth ~100 ft, spacing of ~200 ft, flare capacity 2,600 cfm, commissioned in 1998.; 2010-51 wells, system capacity=4000 acfm."
1003560,2135,Southeast Hillsborough County LF,FL,,15960 County Road 672,Lithia,Hillsborough,33547,27.77639,-82.187501,No,Public,"Hillsborough County Public Works Dept./Solid Waste Management Div., FL","Waste Management, Inc.",1984,2050,Open,,196.7,160,60,"202,694,557","10,616,175",2008,"236,251",2018,No,Occasionally but not every year,No,4.04,Yes,1.621,2018,38.1,Yes,1,1.621,2018,"2/08-Expect GCCS in place by 2010 (~170 wells).; 9/10-77 vertical & 25 horizontal wells over 179 acres, gas collection began in Dec. 2009, 1 open flare.; 2010-97 wells, system capacity=4000 acfm."
1007898,409,Springhill Regional Landfill,FL,Springhill North LF & Springhill South LF,4945 W State Hwy 273,Campbellton,Jackson,32426,30.92104,-85.42854,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1983,2075,Open,229,128.7,200,131,"50,527,993","13,915,568",2018,"805,970",2018,No,Several times per year,No,4.85,Yes,2.677,2018,53.5,Yes,1,0,,"9/10-90 wells over 55 acres, system installed in 1999, 1 open flare.; 2012-107 wells, system capacity=3000 acfm."
1007219,428,St. Lucie County Baling and Recycling Facility,FL,,6120 Glades Cutoff Road,Fort Pierce,St. Lucie,34981,27.390834,-80.395557,No,Public,"St. Lucie County, FL",St. Lucie Waste Service,1978,2071,Open,131,130.6,125,,"22,636,027","7,471,169",2018,"209,216",2018,No,Not used,No,3.66,Yes,1.156,2018,46,Yes,1,,,"Collection system (37 wells) and flare operational since June 1999 (600 cfm LFG).; 2012-109 wells, system capacity=2000 acfm."
,11381,Steelfield Road Landfill,FL,,11411 Landfill Road,Panama City Beach,Bay,32437,30.36226,-85.917,No,Public,"Bay County, FL","Bay County, FL",1987,2050,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1005328,434,Tomoka Farms Road LF,FL,Class I LF & closed LF,1990 Tomoka Farms Road,Port Orange,Volusia,32128,29.1285,-81.0806,No,Public,"Volusia County, FL","Volusia County, FL",1977,2021,Open,,292,,204,"18,214,658","14,210,493",2018,"493,584",2018,No,Not used,No,4.89,Yes,3.424,2018,38.3,Yes,,3.424,2018,"9/10-102 wells over 166 acres, gas collection began in 1998, 1 or 2 open flares.; 2012-113 wells, system capacity=4000 acfm."
1007897,405,Trail Ridge Landfill Inc.,FL,Trail Ridge LF,5110 U.S. Highway 301 S,Baldwin,Duval,32234,30.2246,-82.0447,No,Public,"City of Jacksonville, FL","Waste Management, Inc.",1992,2101,Open,,148,155,135,"89,656,690","20,407,013",2018,"850,501",2018,No,Not used,No,8.16,Yes,3.497,2018,53.3,Yes,1,0.01,2018,"2012-107 wells, system capacity=8500 scfm."
1003536,11380,Winfield Solid Waste Facility,FL,Winfield Waste Management Facility,1347 NW Oosterhoudt Lane,Lake City,Columbia,32055,30.2563,-82.703986,No,Public,"Columbia County, FL",,1973,2026,Open,,49.2,,,"2,105,671","1,434,499",2016,"50,582",2018,Yes,Several times per year,No,0.538,No,,,,No,,,,2010-Passive venting only.
1001909,398,Zemel Road Landfill,FL,Charlotte County SLF,29751 Zemel Road,Punta Gorda,Charlotte,33955,26.794446,-81.960278,No,Public,"Charlotte County Solid Waste, FL","Charlotte County Solid Waste, FL",1975,2040,Open,160,108,130,75,"6,601,129","4,697,469",2018,"147,870",2018,No,Not used,No,1.78,Yes,1.224,2010,43.5,Yes,1,,,"9/07-Passive system.; 7/10-GCCS has been installed, 28 wells.; 5/11-Flare installed July 2010.; 2012-28 wells, system capacity=2000 acfm."
1001636,458,"Advanced Disposal Services Evergreen Landfill, Inc.",GA,Pecan Row Landfill,2995 Wetherington Lane,Valdosta,Lowndes,31601,30.808,-83.3625,No,Private,Advanced Disposal Services,Advanced Disposal Services,1992,2063,Open,,85.9,,100,"31,596,221","12,280,190",2018,"382,410",2018,No,Occasionally but not every year,No,5.26,Yes,2.626,2017,51.5,Yes,2,,,"9/10-28 vertical & 2 horizontal wells, 1 candlestick flare.; 2012-44 wells, system capacity=2100 acfm."
1006056,445,Athens-Clarke County Landfill,GA,Dunlap Road LF,5700 Lexington Road,Winterville,Clarke,30683,33.929,-83.2627,Yes,Public,Unified Government of Athens-Clarke County (ACCUG),Unified Government of Athens-Clarke County (ACCUG),1977,2064,Open,150,141.5,,,"4,977,568","3,247,051",2018,"83,313",2018,Yes,Several times per year,No,1.29,Yes,0.51,2018,45.1,Yes,,0.01,2018,"2012-36 wells, system capacity=1250 acfm."
1003450,10401,Atkinson County - SR 50 MSWL,GA,,64 Author Davis Drive,Willacoochee,Atkinson,31650,31.319415,-82.964286,No,Public,"Atkinson County, GA",,1997,2070,Open,,37.1,,,"2,832,219","1,038,192",2018,"50,842",2018,Yes,Occasionally but not every year,No,0.381,No,,,,No,,,,
1006619,1985,Bartow County MSWLF,GA,SR 294 Emerson MSW LF Phases 2 & 3,"40 Allatoona Dam Road
between Hwy 41 & S.R. 293",Cartersville,Bartow,30120,34.1438,-84.7648,No,Public,"Bartow County, GA","Bartow County, GA",1979,2050,Open,300,61.2,,75,"10,967,150","1,997,023",2008,"43,459",2008,Unknown,Not used,No,0.512,Yes,0.213,2014,39.6,Yes,,0.213,2014,"7/10-35 wells drilled.; 2010-35 wells, system capacity=750 acfm, passive venting too.; 4/11-Flare began operating Aug 2010 (R. Conner).; 10/12-GCCS is installed in section of LF that closed in 1991."
1005892,2267,Broadhurst Environmental Landfill,GA,,4800 Broadhurst Road West,Screven,Wayne,31560,31.4708,-81.9411,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993,2124,Open,,81.5,,,"64,334,141","12,769,443",2018,"495,803",2018,No,Not used,No,5.83,Yes,2.248,2018,51.8,Yes,,2.248,2018,"2012-47 wells, system capacity=3000 acfm."
1003933,10405,Camden County SR 110 MSW Landfill,GA,,"5395 Hwy 110 (SR 110 & Russell Road)
12 miles SW of Woodbine",Silco,Camden,31569,30.85909,-81.854516,No,Public,"Camden County, GA","Camden County, GA",1992,2033,Open,53,34.5,,,"3,184,719","2,025,137",2018,"89,866",2018,No,Not used,No,0.823,No,,,,No,,,,
